[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:28:18 | ERROR | Бот остановлен!
2025-03-19 at 18:28:23 | INFO | Бот успешно запущен.
2025-03-19 at 18:28:27 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:28:27 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:28:29 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:28:29 | INFO | Найдено 1 записей.
2025-03-19 at 18:28:31 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:28:31 | INFO | Найдено 1 записей.
2025-03-19 at 18:28:42 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:28:42 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:28:42 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:28:42 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:29:59 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:29:59 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:29:59 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:29:59 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:30:35 | ERROR | Бот остановлен!
2025-03-19 at 18:30:52 | INFO | Бот успешно запущен.
2025-03-19 at 18:30:57 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:30:57 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:30:59 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:30:59 | INFO | Найдено 1 записей.
2025-03-19 at 18:31:00 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:31:00 | INFO | Найдено 1 записей.
2025-03-19 at 18:31:04 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:31:04 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:31:04 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:31:04 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:36:14 | ERROR | Бот остановлен!
2025-03-19 at 18:36:18 | INFO | Бот успешно запущен.
2025-03-19 at 18:36:23 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:36:23 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:36:25 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:36:25 | INFO | Найдено 1 записей.
2025-03-19 at 18:36:26 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:36:26 | INFO | Найдено 1 записей.
2025-03-19 at 18:36:29 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:36:29 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:36:29 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:36:29 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:36:58 | ERROR | Бот остановлен!
2025-03-19 at 18:37:03 | INFO | Бот успешно запущен.
2025-03-19 at 18:37:07 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:37:07 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:37:09 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:37:09 | INFO | Найдено 1 записей.
2025-03-19 at 18:37:10 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:37:10 | INFO | Найдено 1 записей.
2025-03-19 at 18:37:13 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:37:13 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:37:13 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'paid': False}
2025-03-19 at 18:37:13 | ERROR | Ошибка при добавлении записи: (sqlite3.IntegrityError) NOT NULL constraint failed: purchases.payment_id
[SQL: INSERT INTO purchases (user_id, product_id, price, payment_id, paid) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at, updated_at]
[parameters: (818969555, 1, 200, None, 0)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-03-19 at 18:45:09 | ERROR | Бот остановлен!
2025-03-19 at 18:45:24 | INFO | Бот успешно запущен.
2025-03-19 at 18:45:28 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:45:28 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 18:45:29 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:45:29 | INFO | Найдено 1 записей.
2025-03-19 at 18:45:31 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:45:31 | INFO | Найдено 1 записей.
2025-03-19 at 18:45:34 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:45:34 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:45:34 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '26', 'paid': False}
2025-03-19 at 18:45:35 | INFO | Запись Purchase успешно добавлена.
2025-03-19 at 18:45:35 | ERROR | Ошибка при отправке уведомления администраторам: Bot.send_message() got an unexpected keyword argument 'reply_murkup'
2025-03-19 at 18:46:07 | ERROR | Бот остановлен!
2025-03-19 at 18:46:12 | INFO | Бот успешно запущен.
2025-03-19 at 18:46:16 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:46:16 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:46:16 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '93', 'paid': False}
2025-03-19 at 18:46:16 | INFO | Запись Purchase успешно добавлена.
2025-03-19 at 18:48:53 | ERROR | Бот остановлен!
2025-03-19 at 18:48:59 | INFO | Бот успешно запущен.
2025-03-19 at 18:49:25 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 18:49:25 | INFO | Найдено 1 записей.
2025-03-19 at 18:49:27 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 18:49:27 | INFO | Найдено 1 записей.
2025-03-19 at 18:49:30 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:49:30 | INFO | Запись с ID 1 найдена.
2025-03-19 at 18:49:30 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '27', 'paid': False}
2025-03-19 at 18:49:30 | INFO | Запись Purchase успешно добавлена.
2025-03-19 at 18:49:32 | INFO | Поиск Product с ID: 1
2025-03-19 at 18:49:32 | INFO | Запись с ID 1 найдена.
2025-03-19 at 19:14:28 | ERROR | Бот остановлен!
2025-03-19 at 19:14:33 | INFO | Бот успешно запущен.
2025-03-19 at 19:14:43 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:14:43 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:14:45 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 19:14:45 | INFO | Найдено 1 записей.
2025-03-19 at 19:14:46 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 19:14:46 | INFO | Найдено 1 записей.
2025-03-19 at 19:14:49 | INFO | Поиск Product с ID: 1
2025-03-19 at 19:14:49 | INFO | Запись с ID 1 найдена.
2025-03-19 at 19:14:49 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '39', 'paid': False}
2025-03-19 at 19:14:49 | INFO | Запись Purchase успешно добавлена.
2025-03-19 at 19:14:51 | INFO | Поиск Product с ID: 1
2025-03-19 at 19:14:51 | INFO | Запись с ID 1 найдена.
2025-03-19 at 19:22:33 | ERROR | Бот остановлен!
2025-03-19 at 19:43:11 | INFO | Бот успешно запущен.
2025-03-19 at 19:43:20 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:43:20 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:43:23 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 19:43:23 | INFO | Найдено 1 записей.
2025-03-19 at 19:43:24 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 19:43:24 | INFO | Найдено 1 записей.
2025-03-19 at 19:43:28 | INFO | Поиск Product с ID: 1
2025-03-19 at 19:43:28 | INFO | Запись с ID 1 найдена.
2025-03-19 at 19:43:28 | INFO | Добавление записи Purchase с параметрами: {'user_id': 818969555, 'price': 200, 'product_id': 1, 'payment_id': '23', 'paid': False}
2025-03-19 at 19:43:28 | INFO | Запись Purchase успешно добавлена.
2025-03-19 at 19:43:30 | INFO | Поиск Product с ID: 23
2025-03-19 at 19:43:30 | INFO | Запись с ID 23 не найдена.
2025-03-19 at 19:44:34 | ERROR | Бот остановлен!
2025-03-19 at 19:44:38 | INFO | Бот успешно запущен.
2025-03-19 at 19:44:42 | INFO | Поиск одной записи User по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:44:42 | INFO | Запись найдена по фильтрам: {'telegram_id': 818969555}
2025-03-19 at 19:44:44 | INFO | Поиск всех записей Category по фильтрам: {}
2025-03-19 at 19:44:44 | INFO | Найдено 1 записей.
2025-03-19 at 19:44:45 | INFO | Поиск всех записей Product по фильтрам: {'category_id': 1}
2025-03-19 at 19:44:45 | INFO | Найдено 1 записей.
